TTD Target ID	Target Name	Target Type	Uniprot ID
TTDI02522	Sphingosine-1-phosphate receptor-2	Research target	O95136
TTDI02523	Sphingosine-1-phosphate receptor-3	Research target	Q99500
TTDI02524	ACTH receptor	Research target	Q01718
TTDI02525	Heat shock protein beta 8	Research target	Q9UJY1
TTDI02526	GDF-15 ligand	Research target	Q99988
TTDI02527	Glial cell neurotrophic factor ligand	Research target	P39905
TTDI02528	ODF receptor	Research target	Q9Y6Q6
TTDI02529	CD59	Research target	P13987
TTDI02530	Cyclic nucleotide-gated channel beta-3 (CNGB3)	Research target	Q9NQW8
TTDI02531	Keratin 19	Research target	P08727
TTDI02532	Nestin	Research target	P48681
TTDI02533	Homeobox protein Nkx 3.1	Research target	Q99801
TTDI02534	CD320 antigen	Research target	Q9NPF0
TTDI02535	CD209 antigen	Research target	Q9NNX6
TTDI02536	Early activation antigen CD69	Research target	Q07108
TTDI02537	C-type lectin domain family 9 member A	Research target	Q6UXN8
TTDI02538	Cellular retinol binding protein III	Research target	P82980
TTDI02539	Prostacyclin synthase	Research target	Q16647
TTDI02540	Cell division cycle 2-like protein kinase 1	Research target	P21127
TTDI02541	I-kappa B kinase epsilon	Research target	Q14164
TTDI02542	MAPKAPK5	Research target	Q8IW41
TTDI02543	Jun N terminal kinase-3	Research target	P53779
TTDI02544	Interleukin-1 receptor-associated kinase 4 (IRAK4)	Research target	Q9NWZ3
TTDI02545	Mycobacterium tuberculosis serine/threonine-protein kinase PknB	Research target	P9WI81
TTDI02546	I-kappa B kinase alpha	Research target	O15111
TTDI02547	GTPase HRas	Research target	P01112
TTDI02548	TAR DNA binding protein 43	Research target	Q13148
TTDI02549	Serpin I2	Research target	O75830
TTDI02550	Granzyme B	Research target	P10144
TTDI02551	Kallikrein 2	Research target	P20151
TTDI02552	Kallikrein 1	Research target	P06870
TTDI02553	Polycomb complex protein BMI-1	Research target	P35226
TTDI02554	Placenta specific protein 1	Research target	Q9HBJ0
TTDI02555	Estradiol 17 beta dehydrogenase 1	Research target	P14061
TTDI02556	Protein Wnt-5a ligand	Research target	P41221
TTDI02557	Protein Wnt-7a ligand	Research target	O00755
TTDI02558	Vasoactive intestinal polypeptide	Research target	P01282
TTDI02559	Kynurenine oxoglutarate transaminase II	Research target	Q8N5Z0
TTDI02560	Peptide YY ligand	Research target	P10082
TTDI02561	Ubiquitin-protein ligase E2	Research target	Q96LR5
TTDI02562	Carbonic anhydrase IV	Research target	P22748
TTDI02563	Histidine ammonia lyase	Research target	P42357
TTDI02564	Tumor necrosis factor 14 ligand	Research target	O43557
TTDI02565	Vascular endothelial cell growth inhibitor	Research target	O95150
TTDI02566	14-3-3 protein eta	Research target	Q04917
TTDI02567	Forkhead box protein O1 (FOXO1)	Research target	Q12778
TTDI02568	L-dopachrome tautomerase	Research target	P40126
TTDI02569	Ornithine decarboxylase	Research target	P11926
TTDI02570	Ketohexokinase	Research target	P50053
TTDI02571	Solute carrier family 12A5	Research target	Q9H2X9
TTDI02572	Leukocyte antigen MIC3	Research target	P21926
TTDI02573	Galectin-1	Research target	P09382
TTDI02574	Galectin-2	Research target	P05162
TTDI02575	Geranyltranstransferase	Research target	O95749
TTDI02576	Microtubule associated protein 4	Research target	P27816
TTDI02577	Ubiquitin thioesterase-2	Research target	O75604
TTDI02578	Protein phosphatase 1D	Research target	O15297
TTDI02579	TRP cation channel M2	Research target	O94759
TTDI02580	TRP cation channel A1	Research target	O75762
TTDI02581	Hemoglobin scavenger receptor	Research target	Q86VB7
TTDI02582	T-cell surface glycoprotein CD5	Research target	P06127
TTDI02583	RalA binding protein 1	Research target	Q15311
TTDI02584	Muscleblind like protein 1	Research target	Q5VZF2
TTDI02585	Sulfonylurea receptor-1	Research target	Q09428
TTDI02586	Insulin degrading enzyme	Research target	P14735
TTDI02587	dUTP pyrophosphatase	Research target	P33316
TTDI02588	Retinoschisin	Research target	O15537
TTDI02589	Claudin 4	Research target	O14493
TTDI02590	Histone deacetylase-8	Research target	Q9BY41
TTDI02591	Amiloride sensitive cation channel 1	Research target	Q16515
TTDI02592	Amiloride sensitive cation channel 3	Research target	Q9UHC3
TTDI02593	Potassium channel KCNJ3 Kir3.1	Research target	P48549
TTDI02594	Potassium channel KCNJ5 Kir3.4	Research target	P48544
TTDI02595	5'-methylthioadenosine phosphorylase	Research target	Q13126
TTDI02596	Clusterin	Research target	P10909
TTDI02597	Lipophilin B	Research target	O95969
TTDI02598	DNA mismatch repair protein Mlh1	Research target	P40692
TTDI02599	Leukotriene C4 synthase	Research target	Q16873
TTDI02600	Heme oxygenase 1	Research target	P09601
TTDI02601	Prohibitin	Research target	P35232
TTDI02602	Caveolin 1	Research target	Q03135
TTDI02603	Lysyl oxidase	Research target	P28300
TTDI02604	CD107	Research target	P11279
TTDI02605	Kynurenine 3-hydroxylase	Research target	O15229
TTDI02606	Zinc transporter 8	Research target	Q8IWU4
TTDI02607	Divalent metal transporter 1	Research target	P49281
TTDI02608	Sphingosine-1-phosphate phosphatase 1	Research target	Q9BX95
TTDI02609	Interleukin-1 receptor accessory protein	Research target	Q9NPH3
TTDI02610	Interleukin-18 receptor	Research target	O95256
TTDI02611	Polyamine oxidase	Research target	Q6QHF9
TTDI02612	Legumain	Research target	Q99538
TTDI02613	Von Hippel-Lindau disease tumor suppressor (VHL)	Research target	P40337
TTDI02614	Galactocerebrosidase	Research target	P54803
TTDI02615	Sirtuin-2 (SIRT2)	Research target	Q8IXJ6
TTDI02616	Cyclin-dependent kinase inhibitor 1B	Research target	P46527
TTDI02617	Niemann-Pick C1-like protein-1	Research target	Q9UHC9
TTDI02618	Periostin	Research target	Q15063
TTDI02619	Sentrin specific protease-1	Research target	Q9P0U3
TTDI02620	Somatostatin ligand	Research target	P61278
TTDI02621	Ghrelin O acyltransferase	Research target	Q96T53
TTDI02622	Cyclin dependent kinase 5 activator 1	Research target	Q15078
TTDI02623	mRNA cap guanine N7 methyltransferase	Research target	O43148
TTDI02624	Fructosamine 3-kinase	Research target	Q9H479
TTDI02625	IKK complex associated protein	Research target	O95163
TTDI02626	MCSF ligand	Research target	P09603
TTDI02627	N-acetylgalactosaminyltransferase 2	Research target	Q8IZ52
TTDI02628	Interleukin-27 ligand	Research target	Q8TAD2
TTDI02629	Tyrosyl DNA phosphodiesterase 1	Research target	Q9NUW8
TTDI02630	Fascin	Research target	Q16658
TTDI02631	Torsin 1A	Research target	O14656
TTDI02632	Cardiotrophin-like cytokine factor 1	Research target	Q9UBD9
TTDI02633	Protein O-GlcNAcase	Research target	O60502
TTDI02634	CD83	Research target	Q01151
TTDI02635	Junctional adhesion molecule A	Research target	Q9Y624
TTDI02636	Myelin oligodendrocyte glycoprotein	Research target	Q16653
TTDI02637	SLAM family member 6	Research target	Q96DU3
TTDI02638	Immune costimulatory protein B7H4	Research target	Q7Z7D3
TTDI02639	TGF-beta activated kinase-1	Research target	O43318
TTDI02640	FGF4 receptor	Research target	P22455
TTDI02641	Protein BTG1	Research target	P62324
TTDI02642	B melanoma antigen 1	Research target	Q13072
TTDI02643	Protein ARMET	Research target	P55145
TTDI02644	Angiomotin	Research target	Q4VCS5
TTDI02645	Huntingtin	Research target	P42858
TTDI02646	Monoglyceride lipase	Research target	Q99685
TTDI02647	Alpha N acetylglucosaminidase	Research target	P54802
TTDI02648	Signal transducer CD24	Research target	P25063
TTDI02649	Interleukin-28B ligand	Research target	Q8IZI9
TTDI02650	Kidney associated antigen 1	Research target	Q9UBP8
TTDI02651	mRNA of HRas	Research target	P01112
TTDI02652	mRNA of GLI2	Research target	P10070
TTDI02653	mRNA of HNRNPA2B1	Research target	P22626
TTDI02654	mRNA of ID1	Research target	P41134
TTDI02655	mRNA of ISG15	Research target	P05161
TTDI02656	mRNA of COPS5	Research target	Q92905
TTDI02657	mRNA of HD	Research target	P42858
TTDI02658	mRNA of CD74	Research target	P04233
TTDI02659	mRNA of MMP2	Research target	P08253
TTDI02660	mRNA of MMP9	Research target	P14780
TTDI02661	mRNA of COP1	Research target	Q8NHY2
TTDI02662	mRNA of SOD1	Research target	P00441
TTDI02663	mRNA of SNCA	Research target	P37840
TTDI02664	mRNA of TRPV1	Research target	Q8NER1
TTDI02666	mRNA of WEE1	Research target	P30291
TTDI02667	mRNA of Hepcidin	Research target	P81172
TTDI02675	mRNA of IGFBP2	Research target	P18065
TTDI02676	mRNA of IGFBP5	Research target	P24593
TTDI02677	mRNA of Coagulation factor XII	Research target	P00748
TTDI02678	mRNA of TGF beta-1 ligand	Research target	P01137
TTDI02680	mRNA of MTHFR	Research target	P42898
TTDI02681	mRNA of CD40LG	Research target	P29965
TTDI02682	mRNA of SCN1A	Research target	P35498
TTDI02683	mRNA of NPR1	Research target	P16066
TTDI02684	mRNA of KRAS	Research target	P01116
TTDI02685	mRNA of ERBB3	Research target	P21860
TTDI02686	mRNA of IL4R	Research target	P24394
TTDNC00348	MEKK-1 kinase	Clinical trial target	Q13233
TTDNC00350	endosialin	Clinical trial target	Q9HCU0
TTDNC00351	Tumor Endothelial Marker 1 (TEM-1)	Clinical trial target	Q9HCU0
TTDNC00370	DKK1 protein	Clinical trial target	O94907
TTDNC00371	IL-21	Clinical trial target	Q9HBE4
TTDNC00372	VLA-1	Clinical trial target	P56199
TTDNC00373	IFN-alphaR	Clinical trial target	P17181
TTDNC00376	A-7 nicotinic	Clinical trial target	P36544
TTDNC00380	BET protein	Clinical trial target	O15155
TTDNC00381	Alpha-4 beta-2 nicotinic   receptor	Clinical trial target	P43681
TTDNC00385	VEGF-C	Clinical trial target	P49767
TTDNC00387	CBP	Clinical trial target	Q92793
TTDNC00388	PI3K alpha	Clinical trial target	P42336
TTDNC00389	T-type calcium channel	Clinical trial target	O95180
TTDNC00392	TORC1	Clinical trial target	Q6UUV9
TTDNC00393	TORC2	Clinical trial target	Q53ET0
TTDNC00395	NADH oxidase	Clinical trial target	Q9Y5S8
TTDNC00397	Delta-like 4	Clinical trial target	Q9NR61
TTDNC00398	B7-H3	Clinical trial target	Q5ZPR3
TTDNC00400	PIK-1	Clinical trial target	P39104
TTDNC00406	CD137 antigen	Clinical trial target	Q07011
TTDNC00407	Stathim	Clinical trial target	P16949
TTDNC00408	MTF-1	Clinical trial target	Q14872
TTDNC00410	Fms-like tyrosine kinase 3	Clinical trial target	P36888
TTDNC00411	E2F1	Clinical trial target	Q01094
TTDNC00412	TYK2	Clinical trial target	P29597
TTDNC00413	KIR	Clinical trial target	P55040
TTDNC00414	LAG3	Clinical trial target	P18627
TTDNC00415	Notch	Clinical trial target	P46531
TTDNC00418	RON	Clinical trial target	Q04912
TTDNC00419	Angioprotein	Clinical trial target	Q15389
TTDNC00420	HB-EGF	Clinical trial target	Q99075
TTDNC00421	OX40	Clinical trial target	P43489
TTDNC00422	Toposisomerase-1	Clinical trial target	P11387
TTDNC00424	CD38	Clinical trial target	P28907
TTDNC00425	CK2	Clinical trial target	P68400
TTDNC00426	a5ï¼? integrin	Clinical trial target	P08648
TTDNC00427	TRPM8 protein	Clinical trial target	Q7Z2W7
TTDNC00433	PI3K beta	Clinical trial target	O00750
TTDNC00437	CIF	Clinical trial target	Q6P1X5
TTDNC00439	DR5	Clinical trial target	P20039
TTDNC00441	SGLT1	Clinical trial target	P13866
TTDNC00442	Ileal bile acid transfer	Clinical trial target	Q12908
TTDNC00443	Human pro-islet peptide	Clinical trial target	Q06141
TTDNC00444	Lysophosphatidic acid transferase	Clinical trial target	Q99943
TTDNC00446	HPTP	Clinical trial target	Q12913
TTDNC00447	TIE2	Clinical trial target	Q02763
TTDNC00448	Cathepsin A	Clinical trial target	P10619
TTDNC00454	Serotonin-1A	Clinical trial target	P08908
TTDNC00456	Phosphodiesterase 10A (PDE10A)	Clinical trial target	Q9Y233
TTDNC00460	Thymic stromal lymphopoietin	Clinical trial target	Q969D9
TTDNC00461	Sclerostin	Clinical trial target	Q9BQB4
TTDNC00462	Receptor for Calcitonin Gene-Related Peptide (CGRP)	Clinical trial target	Q16602
TTDNC00463	B7RP1	Clinical trial target	O75144
TTDNC00464	CD32b	Clinical trial target	P31994
TTDNC00468	Programmed cell deathâ€? ligand 1 (PD-L1)	Clinical trial target	Q9NZQ7
TTDNC00474	C5a	Clinical trial target	P01031
TTDNC00475	TSLP	Clinical trial target	Q969D9
TTDNC00477	Mesothelin-ADC	Clinical trial target	Q13421
TTDNC00483	NY-ESO-1	Clinical trial target	P78358
TTDNC00484	CD27	Clinical trial target	P26842
TTDNC00485	GPR119	Clinical trial target	Q8TDV5
TTDNC00486	TAFIa	Clinical trial target	Q96IY4
TTDNC00489	PD-1	Clinical trial target	Q15116
TTDNC00490	Proto oncogene protein-c mdm2	Clinical trial target	Q15303
TTDNC00492	DOT1L	Clinical trial target	Q8TEK3
TTDNC00497	DKK2 protein	Clinical trial target	Q9UBU2
TTDNC00498	Proto-oncogene pim-1	Clinical trial target	P11309
TTDNC00499	STEAP1	Clinical trial target	Q9UHE8
TTDNC00502	Tumour necrosis factor receptor-1 (TNFR1)	Clinical trial target	P19438
TTDNC00504	CD3	Clinical trial target	P09693
TTDNC00506	Sodium dependent glucose transport (SGLT1)	Clinical trial target	P13866
TTDNC00511	Phoshodiesterase 4	Clinical trial target	P27815
TTDNC00512	Lp-PLA2	Clinical trial target	Q13093
TTDNC00515	Glucocortoid	Successful target	P04150
TTDNC00518	C5aR	Clinical trial target	P21730
TTDNC00520	NKG2A	Clinical trial target	P26715
TTDNC00521	Colony stimulating factor-1 receptor (CSF-1R)	Clinical trial target	E9PEK4
TTDNC00522	TWEAK	Clinical trial target	Q4ACW9
TTDNC00525	Non-camptothecin topo1	Clinical trial target	P11387
TTDNC00527	CXCRS	Clinical trial target	P25024
TTDNC00529	MTORC2	Clinical trial target	Q9BPZ7
TTDNC00531	PDE1	Clinical trial target	O18696
TTDNC00532	Ferroportin	Clinical trial target	Q9NP59
TTDNC00539	FGF-3 receptor	Clinical trial target	P22607
TTDNC00540	CD37	Clinical trial target	P11049
TTDNC00542	HDAC6	Clinical trial target	Q9UBN7
TTDNC00543	ENG protein	Clinical trial target	Q96CG0
TTDNC00549	Ras	Clinical trial target	Q7KZ06
TTDNC00553	PKC-Delta	Clinical trial target	Q05655
TTDNC00567	PSCA	Clinical trial target	O43653
TTDNC00569	PMSA	Clinical trial target	Q04609
TTDNC00572	Aldosterone synthase	Clinical trial target	P19099
TTDNC00574	CCR2b	Clinical trial target	P41597
TTDNC00576	insulin	Clinical trial target	P01308
TTDNC00577	CD26 antigen	Clinical trial target	P27487
TTDNC00578	SLGT1	Clinical trial target	P13866
TTDNC00579	SLGT2	Clinical trial target	P31639
TTDNC00581	MTP	Clinical trial target	P55157
TTDNC00584	Recombinant human interleukin-7	Clinical trial target	P13232
TTDNC00585	IL-17 receptor	Clinical trial target	Q96F46
TTDNC00586	Cardiac myosin	Clinical trial target	Q14896
TTDNC00589	A4b7	Clinical trial target	P13612
TTDNC00593	GPNMB	Clinical trial target	Q96F58
TTDNC00597	DNMT1	Clinical trial target	P26358
TTDNC00599	Epidermal growth factor domain-like-7 (EGFL7)	Clinical trial target	Q9UHF1
TTDNC00602	Recombinant human angiotensin converting enzyme 2	Clinical trial target	Q9BYF1
TTDNC00604	Death receptor 4	Clinical trial target	O00220
TTDNC00605	Neurite outgrowth inhibitor (NOGO-A)	Clinical trial target	Q3LIF4
TTDNC00608	CCR1 chemokine receptor	Clinical trial target	P32246
TTDNC00613	MEK2	Successful target	P36507
TTDNC00616	ApoCIII	Clinical trial target	P02656
TTDNC00618	SMN2	Clinical trial target	I2E4T0
TTDNC00621	FGFR4	Clinical trial target	P22455
TTDNC00625	Activin receptor type II	Clinical trial target	P27037
TTDNC00628	Bacterial elongation factor Tu (EFTu)	Clinical trial target	P0CE47
TTDNC00630	Trk kinase	Clinical trial target	P04629
TTDNC00633	Sirtuin	Clinical trial target	Q8IXJ6
TTDNC00634	CD79b	Clinical trial target	P40259
TTDNC00645	Neurotrophic factor production	Clinical trial target	P23560
TTDNC00648	Mitotic kinesin Eg5	Clinical trial target	P52732
TTDNC00650	APRIL	Clinical trial target	O75888
TTDNC00651	D-prostanoid receptor	Clinical trial target	Q13258
TTDNC00653	GPR40	Clinical trial target	O14842
TTDNC00658	Peripherally-acting muopioid receptor	Clinical trial target	P35372
TTDNC00667	CCR9 chemokine receptor	Clinical trial target	P51686
TTDNC00670	TTR	Clinical trial target	P02766
TTDNC00671	Clusterin	Clinical trial target	P10909
TTDNC00676	CD21	Clinical trial target	P20023
TTDNC00677	Glucosylceramide synthetase	Clinical trial target	Q16739
TTDNR00633	[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 3, mitochondrial	Research target	Q15120
TTDNR00634	Acidic mammalian chitinase	Research target	Q9BZP6
TTDNR00635	ADM2	Research target	Q7Z4H4
TTDNR00636	ADP-ribosylation factor 1	Research target	P84077
TTDNR00637	Afadin- and alpha-actinin-binding protein	Research target	Q9Y2D8
TTDNR00639	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase	Research target	P63531
TTDNR00640	Alpha-crystallin A chain	Research target	P02489
TTDNR00641	AN1-type zinc finger protein 5	Research target	O76080
TTDNR00642	Angiopoietin-related protein 3	Research target	Q9Y5C1
TTDNR00643	Angiotensinogen	Clinical trial target	P01019
TTDNR00644	Annexin A2	Research target	P07355
TTDNR00645	ATP-dependent Clp protease proteolytic subunit	Research target	Q5GS83
TTDNR00648	Basigin	Clinical trial target	P35613
TTDNR00649	BDNF/NT-3 growth factors receptor	Clinical trial target	Q16620
TTDNR00650	Beta-klotho	Research target	Q86Z14
TTDNR00651	Cancer/Testis Antigen MAGE-C1/CT7	Research target	O60732
TTDNR00652	Cardiotrophin-1	Clinical trial target	Q16619
TTDNR00653	C-C chemokine receptor type 7	Research target	P32248
TTDNR00654	C-C motif chemokine 21	Research target	O00585
TTDNR00656	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase	Research target	Q92187
