TTDID	KEGG pathway ID	KEGG pathway name
TTDI01748	hsa05169	Epstein-Barr virus infection
TTDI01748	hsa05200	Pathways in cancer
TTDI01748	hsa05203	Viral carcinogenesis
TTDI01748	hsa05212	Pancreatic cancer
TTDI01749	hsa04020	Calcium signaling pathway
TTDI01749	hsa04024	cAMP signaling pathway
TTDI01749	hsa04080	Neuroactive ligand-receptor interaction
TTDI01749	hsa04151	PI3K-Akt signaling pathway
TTDI01749	hsa04725	Cholinergic synapse
TTDI01749	hsa04810	Regulation of actin cytoskeleton
TTDI01750	hsa04022	cGMP-PKG signaling pathway
TTDI01750	hsa04080	Neuroactive ligand-receptor interaction
TTDI01751	hsa04020	Calcium signaling pathway
TTDI01751	hsa04022	cGMP-PKG signaling pathway
TTDI01751	hsa04080	Neuroactive ligand-receptor interaction
TTDI01751	hsa04261	Adrenergic signaling in cardiomyocytes
TTDI01751	hsa04270	Vascular smooth muscle contraction
TTDI01751	hsa04614	Renin-angiotensin system
TTDI01751	hsa04924	Renin secretion
TTDI01751	hsa05200	Pathways in cancer
TTDI01752	hsa04080	Neuroactive ligand-receptor interaction
TTDI01753	hsa00061	Fatty acid biosynthesis
TTDI01753	hsa00620	Pyruvate metabolism
TTDI01753	hsa00640	Propanoate metabolism
TTDI01753	hsa01100	Metabolic pathways
TTDI01753	hsa01212	Fatty acid metabolism
TTDI01753	hsa04152	AMPK signaling pathway
TTDI01753	hsa04910	Insulin signaling pathway
TTDI01753	hsa04922	Glucagon signaling pathway
TTDI01754	hsa04066	HIF-1 signaling pathway
TTDI01754	hsa04115	p53 signaling pathway
TTDI01754	hsa04390	Hippo signaling pathway
TTDI01754	hsa04610	Complement and coagulation cascades
TTDI01754	hsa05142	Chagas disease (American trypanosomiasis)
TTDI01755	hsa04080	Neuroactive ligand-receptor interaction
TTDI01756	hsa04020	Calcium signaling pathway
TTDI01756	hsa04022	cGMP-PKG signaling pathway
TTDI01756	hsa04024	cAMP signaling pathway
TTDI01756	hsa04080	Neuroactive ligand-receptor interaction
TTDI01756	hsa04144	Endocytosis
TTDI01756	hsa04261	Adrenergic signaling in cardiomyocytes
TTDI01756	hsa04540	Gap junction
TTDI01756	hsa04970	Salivary secretion
TTDI01756	hsa05414	Dilated cardiomyopathy
TTDI01757	hsa04024	cAMP signaling pathway
TTDI01757	hsa04260	Cardiac muscle contraction
TTDI01757	hsa04261	Adrenergic signaling in cardiomyocytes
TTDI01757	hsa04810	Regulation of actin cytoskeleton
TTDI01757	hsa04919	Thyroid hormone signaling pathway
TTDI01757	hsa04970	Salivary secretion
TTDI01757	hsa04971	Gastric acid secretion
TTDI01757	hsa04972	Pancreatic secretion
TTDI01757	hsa04976	Bile secretion
TTDI01757	hsa05205	Proteoglycans in cancer
TTDI01758	hsa04022	cGMP-PKG signaling pathway
TTDI01758	hsa04024	cAMP signaling pathway
TTDI01758	hsa04260	Cardiac muscle contraction
TTDI01758	hsa04261	Adrenergic signaling in cardiomyocytes
TTDI01758	hsa04911	Insulin secretion
TTDI01758	hsa04918	Thyroid hormone synthesis
TTDI01758	hsa04919	Thyroid hormone signaling pathway
TTDI01758	hsa04960	Aldosterone-regulated sodium reabsorption
TTDI01758	hsa04961	Endocrine and other factor-regulated calcium reabsorption
TTDI01758	hsa04964	Proximal tubule bicarbonate reclamation
TTDI01758	hsa04970	Salivary secretion
TTDI01758	hsa04971	Gastric acid secretion
TTDI01758	hsa04972	Pancreatic secretion
TTDI01758	hsa04973	Carbohydrate digestion and absorption
TTDI01758	hsa04974	Protein digestion and absorption
TTDI01758	hsa04976	Bile secretion
TTDI01758	hsa04978	Mineral absorption
TTDI01759	hsa04020	Calcium signaling pathway
TTDI01759	hsa04080	Neuroactive ligand-receptor interaction
TTDI01759	hsa05162	Measles
TTDI01761	hsa00562	Inositol phosphate metabolism
TTDI01761	hsa01100	Metabolic pathways
TTDI01761	hsa04015	Rap1 signaling pathway
TTDI01761	hsa04020	Calcium signaling pathway
TTDI01761	hsa04022	cGMP-PKG signaling pathway
TTDI01761	hsa04062	Chemokine signaling pathway
TTDI01761	hsa04070	Phosphatidylinositol signaling system
TTDI01761	hsa04071	Sphingolipid signaling pathway
TTDI01761	hsa04261	Adrenergic signaling in cardiomyocytes
TTDI01761	hsa04270	Vascular smooth muscle contraction
TTDI01761	hsa04310	Wnt signaling pathway
TTDI01761	hsa04540	Gap junction
TTDI01761	hsa04611	Platelet activation
TTDI01761	hsa04713	Circadian entrainment
TTDI01761	hsa04720	Long-term potentiation
TTDI01761	hsa04723	Retrograde endocannabinoid signaling
TTDI01761	hsa04724	Glutamatergic synapse
TTDI01761	hsa04725	Cholinergic synapse
TTDI01761	hsa04726	Serotonergic synapse
TTDI01761	hsa04728	Dopaminergic synapse
TTDI01761	hsa04730	Long-term depression
TTDI01761	hsa04750	Inflammatory mediator regulation of TRP channels
TTDI01761	hsa04911	Insulin secretion
TTDI01761	hsa04912	GnRH signaling pathway
TTDI01761	hsa04915	Estrogen signaling pathway
TTDI01761	hsa04916	Melanogenesis
TTDI01761	hsa04918	Thyroid hormone synthesis
TTDI01761	hsa04919	Thyroid hormone signaling pathway
TTDI01761	hsa04921	Oxytocin signaling pathway
TTDI01761	hsa04922	Glucagon signaling pathway
TTDI01761	hsa04924	Renin secretion
TTDI01761	hsa04961	Endocrine and other factor-regulated calcium reabsorption
TTDI01761	hsa04970	Salivary secretion
TTDI01761	hsa04971	Gastric acid secretion
TTDI01761	hsa04972	Pancreatic secretion
TTDI01761	hsa05010	Alzheimer's disease
TTDI01761	hsa05016	Huntington's disease
TTDI01761	hsa05142	Chagas disease (American trypanosomiasis)
TTDI01761	hsa05143	African trypanosomiasis
TTDI01761	hsa05146	Amoebiasis
TTDI01761	hsa05200	Pathways in cancer
TTDI01762	hsa04020	Calcium signaling pathway
TTDI01762	hsa04022	cGMP-PKG signaling pathway
TTDI01762	hsa04080	Neuroactive ligand-receptor interaction
TTDI01762	hsa04152	AMPK signaling pathway
TTDI01762	hsa04261	Adrenergic signaling in cardiomyocytes
TTDI01762	hsa04270	Vascular smooth muscle contraction
TTDI01762	hsa04970	Salivary secretion
TTDI01763	hsa04080	Neuroactive ligand-receptor interaction
TTDI01763	hsa04730	Long-term depression
TTDI01764	hsa04020	Calcium signaling pathway
TTDI01764	hsa04022	cGMP-PKG signaling pathway
TTDI01764	hsa04080	Neuroactive ligand-receptor interaction
TTDI01764	hsa04152	AMPK signaling pathway
TTDI01764	hsa04261	Adrenergic signaling in cardiomyocytes
TTDI01764	hsa04270	Vascular smooth muscle contraction
TTDI01764	hsa04970	Salivary secretion
TTDI01765	hsa04610	Complement and coagulation cascades
TTDI01765	hsa04611	Platelet activation
TTDI01766	hsa04080	Neuroactive ligand-receptor interaction
TTDI01766	hsa04713	Circadian entrainment
TTDI01768	hsa04145	Phagosome
TTDI01768	hsa04151	PI3K-Akt signaling pathway
TTDI01768	hsa04510	Focal adhesion
TTDI01768	hsa04512	ECM-receptor interaction
TTDI01768	hsa04640	Hematopoietic cell lineage
TTDI01768	hsa04810	Regulation of actin cytoskeleton
TTDI01768	hsa05100	Bacterial invasion of epithelial cells
TTDI01768	hsa05131	Shigellosis
TTDI01768	hsa05133	Pertussis
TTDI01768	hsa05205	Proteoglycans in cancer
TTDI01768	hsa05206	MicroRNAs in cancer
TTDI01768	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDI01768	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDI01768	hsa05414	Dilated cardiomyopathy
TTDI01769	hsa04020	Calcium signaling pathway
TTDI01769	hsa04080	Neuroactive ligand-receptor interaction
TTDI01769	hsa04610	Complement and coagulation cascades
TTDI01769	hsa04750	Inflammatory mediator regulation of TRP channels
TTDI01769	hsa04810	Regulation of actin cytoskeleton
TTDI01769	hsa05200	Pathways in cancer
TTDI01770	hsa00330	Arginine and proline metabolism
TTDI01770	hsa01100	Metabolic pathways
TTDI01770	hsa04020	Calcium signaling pathway
TTDI01770	hsa04145	Phagosome
TTDI01770	hsa04713	Circadian entrainment
TTDI01770	hsa04730	Long-term depression
TTDI01770	hsa04970	Salivary secretion
TTDI01770	hsa05010	Alzheimer's disease
TTDI01770	hsa05014	Amyotrophic lateral sclerosis (ALS)
TTDI01771	hsa00230	Purine metabolism
TTDI01771	hsa00983	Drug metabolism - other enzymes
TTDI01771	hsa01100	Metabolic pathways
TTDI01772	hsa04060	Cytokine-cytokine receptor interaction
TTDI01772	hsa04062	Chemokine signaling pathway
TTDI01773	hsa04514	Cell adhesion molecules (CAMs)
TTDI01773	hsa04668	TNF signaling pathway
TTDI01773	hsa05143	African trypanosomiasis
TTDI01773	hsa05144	Malaria
TTDI01774	hsa04080	Neuroactive ligand-receptor interaction
TTDI01774	hsa04723	Retrograde endocannabinoid signaling
TTDI01774	hsa04727	GABAergic synapse
TTDI01774	hsa05032	Morphine addiction
TTDI01774	hsa05033	Nicotine addiction
TTDI01775	hsa04010	MAPK signaling pathway
TTDI01775	hsa04012	ErbB signaling pathway
TTDI01775	hsa04014	Ras signaling pathway
TTDI01775	hsa04015	Rap1 signaling pathway
TTDI01775	hsa04022	cGMP-PKG signaling pathway
TTDI01775	hsa04024	cAMP signaling pathway
TTDI01775	hsa04062	Chemokine signaling pathway
TTDI01775	hsa04066	HIF-1 signaling pathway
TTDI01775	hsa04068	FoxO signaling pathway
TTDI01775	hsa04071	Sphingolipid signaling pathway
TTDI01775	hsa04114	Oocyte meiosis
TTDI01775	hsa04151	PI3K-Akt signaling pathway
TTDI01775	hsa04270	Vascular smooth muscle contraction
TTDI01775	hsa04320	Dorso-ventral axis formation
TTDI01775	hsa04370	VEGF signaling pathway
TTDI01775	hsa04380	Osteoclast differentiation
TTDI01775	hsa04510	Focal adhesion
TTDI01775	hsa04540	Gap junction
TTDI01775	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDI01775	hsa04620	Toll-like receptor signaling pathway
TTDI01775	hsa04650	Natural killer cell mediated cytotoxicity
TTDI01775	hsa04660	T cell receptor signaling pathway
TTDI01775	hsa04662	B cell receptor signaling pathway
TTDI01775	hsa04664	Fc epsilon RI signaling pathway
TTDI01775	hsa04666	Fc gamma R-mediated phagocytosis
TTDI01775	hsa04668	TNF signaling pathway
TTDI01775	hsa04720	Long-term potentiation
TTDI01775	hsa04722	Neurotrophin signaling pathway
TTDI01775	hsa04725	Cholinergic synapse
TTDI01775	hsa04726	Serotonergic synapse
TTDI01775	hsa04730	Long-term depression
TTDI01775	hsa04810	Regulation of actin cytoskeleton
TTDI01775	hsa04910	Insulin signaling pathway
TTDI01775	hsa04912	GnRH signaling pathway
TTDI01775	hsa04914	Progesterone-mediated oocyte maturation
TTDI01775	hsa04915	Estrogen signaling pathway
TTDI01775	hsa04916	Melanogenesis
TTDI01775	hsa04917	Prolactin signaling pathway
TTDI01775	hsa04919	Thyroid hormone signaling pathway
TTDI01775	hsa04921	Oxytocin signaling pathway
TTDI01775	hsa05020	Prion diseases
TTDI01775	hsa05034	Alcoholism
TTDI01775	hsa05161	Hepatitis B
TTDI01775	hsa05164	Influenza A
TTDI01775	hsa05200	Pathways in cancer
TTDI01775	hsa05205	Proteoglycans in cancer
TTDI01775	hsa05206	MicroRNAs in cancer
TTDI01775	hsa05210	Colorectal cancer
TTDI01775	hsa05211	Renal cell carcinoma
TTDI01775	hsa05212	Pancreatic cancer
TTDI01775	hsa05213	Endometrial cancer
TTDI01775	hsa05214	Glioma
TTDI01775	hsa05215	Prostate cancer
TTDI01775	hsa05216	Thyroid cancer
TTDI01775	hsa05218	Melanoma
TTDI01775	hsa05219	Bladder cancer
TTDI01775	hsa05220	Chronic myeloid leukemia
TTDI01775	hsa05221	Acute myeloid leukemia
TTDI01775	hsa05223	Non-small cell lung cancer
TTDI01775	hsa05230	Central carbon metabolism in cancer
TTDI01775	hsa05231	Choline metabolism in cancer
TTDI01776	hsa00230	Purine metabolism
TTDI01776	hsa05032	Morphine addiction
TTDI01777	hsa04114	Oocyte meiosis
TTDI01778	hsa04080	Neuroactive ligand-receptor interaction
TTDI01779	hsa04320	Dorso-ventral axis formation
TTDI01779	hsa04330	Notch signaling pathway
TTDI01779	hsa04919	Thyroid hormone signaling pathway
TTDI01779	hsa05020	Prion diseases
TTDI01779	hsa05206	MicroRNAs in cancer
TTDI01780	hsa04014	Ras signaling pathway
TTDI01780	hsa04015	Rap1 signaling pathway
TTDI01780	hsa04060	Cytokine-cytokine receptor interaction
TTDI01780	hsa04066	HIF-1 signaling pathway
TTDI01780	hsa04144	Endocytosis
TTDI01780	hsa04151	PI3K-Akt signaling pathway
TTDI01780	hsa04510	Focal adhesion
TTDI01780	hsa05202	Transcriptional misregulation in cancer
TTDI01780	hsa05323	Rheumatoid arthritis
TTDI01782	hsa04020	Calcium signaling pathway
TTDI01782	hsa04022	cGMP-PKG signaling pathway
TTDI01782	hsa04972	Pancreatic secretion
TTDI01782	hsa05010	Alzheimer's disease
TTDI01783	hsa04912	GnRH signaling pathway
TTDI01784	hsa04015	Rap1 signaling pathway
TTDI01784	hsa04020	Calcium signaling pathway
TTDI01784	hsa04024	cAMP signaling pathway
TTDI01784	hsa04080	Neuroactive ligand-receptor interaction
TTDI01784	hsa04270	Vascular smooth muscle contraction
TTDI01784	hsa05012	Parkinson's disease
TTDI01784	hsa05034	Alcoholism
TTDI01785	hsa04080	Neuroactive ligand-receptor interaction
TTDI01789	hsa04145	Phagosome
TTDI01789	hsa04151	PI3K-Akt signaling pathway
TTDI01789	hsa04510	Focal adhesion
TTDI01789	hsa04512	ECM-receptor interaction
TTDI01789	hsa04640	Hematopoietic cell lineage
TTDI01789	hsa04810	Regulation of actin cytoskeleton
TTDI01789	hsa05100	Bacterial invasion of epithelial cells
TTDI01789	hsa05131	Shigellosis
TTDI01789	hsa05133	Pertussis
TTDI01789	hsa05205	Proteoglycans in cancer
TTDI01789	hsa05206	MicroRNAs in cancer
TTDI01789	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDI01789	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDI01789	hsa05414	Dilated cardiomyopathy
TTDI01791	hsa04261	Adrenergic signaling in cardiomyocytes
TTDI01791	hsa04725	Cholinergic synapse
TTDI01791	hsa04971	Gastric acid secretion
TTDI01791	hsa04972	Pancreatic secretion
TTDI01791	hsa04974	Protein digestion and absorption
TTDI01791	hsa05110	Vibrio cholerae infection
TTDI01792	hsa00380	Tryptophan metabolism
TTDI01792	hsa01100	Metabolic pathways
TTDI01792	hsa04726	Serotonergic synapse
TTDI01793	hsa00860	Porphyrin and chlorophyll metabolism
TTDI01793	hsa04066	HIF-1 signaling pathway
TTDI01793	hsa04978	Mineral absorption
TTDI01793	hsa05206	MicroRNAs in cancer
TTDI01794	hsa04630	Jak-STAT signaling pathway
TTDI01794	hsa05206	MicroRNAs in cancer
TTDI01794	hsa05221	Acute myeloid leukemia
TTDI01795	hsa04145	Phagosome
TTDI01795	hsa04151	PI3K-Akt signaling pathway
TTDI01795	hsa04510	Focal adhesion
TTDI01795	hsa04512	ECM-receptor interaction
TTDI01795	hsa04640	Hematopoietic cell lineage
TTDI01795	hsa04810	Regulation of actin cytoskeleton
TTDI01795	hsa05100	Bacterial invasion of epithelial cells
TTDI01795	hsa05131	Shigellosis
TTDI01795	hsa05133	Pertussis
TTDI01795	hsa05205	Proteoglycans in cancer
TTDI01795	hsa05206	MicroRNAs in cancer
TTDI01795	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDI01795	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDI01795	hsa05414	Dilated cardiomyopathy
TTDI01796	hsa04060	Cytokine-cytokine receptor interaction
TTDI01796	hsa05321	Inflammatory bowel disease (IBD)
TTDI01796	hsa05323	Rheumatoid arthritis
TTDI01797	hsa04151	PI3K-Akt signaling pathway
TTDI01797	hsa04510	Focal adhesion
TTDI01797	hsa04512	ECM-receptor interaction
TTDI01797	hsa04514	Cell adhesion molecules (CAMs)
TTDI01797	hsa04640	Hematopoietic cell lineage
TTDI01797	hsa04670	Leukocyte transendothelial migration
TTDI01797	hsa04672	Intestinal immune network for IgA production
TTDI01797	hsa04810	Regulation of actin cytoskeleton
TTDI01797	hsa05140	Leishmaniasis
TTDI01797	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDI01797	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDI01797	hsa05414	Dilated cardiomyopathy
TTDI01799	hsa04060	Cytokine-cytokine receptor interaction
TTDI01799	hsa04140	Regulation of autophagy
TTDI01799	hsa04151	PI3K-Akt signaling pathway
TTDI01799	hsa04620	Toll-like receptor signaling pathway
TTDI01799	hsa04622	RIG-I-like receptor signaling pathway
TTDI01799	hsa04623	Cytosolic DNA-sensing pathway
TTDI01799	hsa04630	Jak-STAT signaling pathway
TTDI01799	hsa04650	Natural killer cell mediated cytotoxicity
TTDI01799	hsa05152	Tuberculosis
TTDI01799	hsa05160	Hepatitis C
TTDI01799	hsa05161	Hepatitis B
TTDI01799	hsa05162	Measles
TTDI01799	hsa05164	Influenza A
TTDI01799	hsa05168	Herpes simplex infection
TTDI01799	hsa05320	Autoimmune thyroid disease
TTDI01800	hsa04060	Cytokine-cytokine receptor interaction
TTDI01800	hsa04151	PI3K-Akt signaling pathway
TTDI01800	hsa04210	Apoptosis
TTDI01800	hsa04630	Jak-STAT signaling pathway
TTDI01800	hsa04640	Hematopoietic cell lineage
TTDI01801	hsa04068	FoxO signaling pathway
TTDI01801	hsa04110	Cell cycle
TTDI01801	hsa04115	p53 signaling pathway
TTDI01801	hsa04151	PI3K-Akt signaling pathway
TTDI01801	hsa04152	AMPK signaling pathway
TTDI01801	hsa04310	Wnt signaling pathway
TTDI01801	hsa04390	Hippo signaling pathway
TTDI01801	hsa04510	Focal adhesion
TTDI01801	hsa04630	Jak-STAT signaling pathway
TTDI01801	hsa04917	Prolactin signaling pathway
TTDI01801	hsa04919	Thyroid hormone signaling pathway
TTDI01801	hsa04921	Oxytocin signaling pathway
TTDI01801	hsa05161	Hepatitis B
TTDI01801	hsa05162	Measles
TTDI01801	hsa05166	HTLV-I infection
TTDI01801	hsa05200	Pathways in cancer
TTDI01801	hsa05203	Viral carcinogenesis
TTDI01801	hsa05205	Proteoglycans in cancer
TTDI01801	hsa05206	MicroRNAs in cancer
TTDI01801	hsa05210	Colorectal cancer
TTDI01801	hsa05212	Pancreatic cancer
TTDI01801	hsa05213	Endometrial cancer
TTDI01801	hsa05214	Glioma
TTDI01801	hsa05215	Prostate cancer
TTDI01801	hsa05216	Thyroid cancer
TTDI01801	hsa05218	Melanoma
TTDI01801	hsa05219	Bladder cancer
TTDI01801	hsa05220	Chronic myeloid leukemia
TTDI01801	hsa05221	Acute myeloid leukemia
TTDI01801	hsa05222	Small cell lung cancer
TTDI01801	hsa05223	Non-small cell lung cancer
TTDI01801	hsa05416	Viral myocarditis
TTDI01803	hsa04080	Neuroactive ligand-receptor interaction
TTDI01804	hsa04060	Cytokine-cytokine receptor interaction
TTDI01804	hsa04062	Chemokine signaling pathway
TTDI01804	hsa04144	Endocytosis
TTDI01804	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDI01805	hsa04151	PI3K-Akt signaling pathway
TTDI01805	hsa04510	Focal adhesion
TTDI01805	hsa04512	ECM-receptor interaction
TTDI01805	hsa04640	Hematopoietic cell lineage
TTDI01805	hsa04810	Regulation of actin cytoskeleton
TTDI01805	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDI01805	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDI01805	hsa05414	Dilated cardiomyopathy
TTDI01806	hsa04080	Neuroactive ligand-receptor interaction
TTDI01808	hsa04060	Cytokine-cytokine receptor interaction
TTDI01808	hsa04620	Toll-like receptor signaling pathway
TTDI01808	hsa04622	RIG-I-like receptor signaling pathway
TTDI01808	hsa04630	Jak-STAT signaling pathway
TTDI01808	hsa04940	Type I diabetes mellitus
TTDI01808	hsa05133	Pertussis
TTDI01808	hsa05134	Legionellosis
TTDI01808	hsa05140	Leishmaniasis
TTDI01808	hsa05142	Chagas disease (American trypanosomiasis)
TTDI01808	hsa05143	African trypanosomiasis
TTDI01808	hsa05144	Malaria
TTDI01808	hsa05145	Toxoplasmosis
TTDI01808	hsa05146	Amoebiasis
TTDI01808	hsa05152	Tuberculosis
TTDI01808	hsa05162	Measles
TTDI01808	hsa05164	Influenza A
TTDI01808	hsa05168	Herpes simplex infection
TTDI01808	hsa05321	Inflammatory bowel disease (IBD)
TTDI01808	hsa05330	Allograft rejection
TTDI01809	hsa04151	PI3K-Akt signaling pathway
TTDI01809	hsa04510	Focal adhesion
TTDI01809	hsa04512	ECM-receptor interaction
TTDI01809	hsa04640	Hematopoietic cell lineage
TTDI01809	hsa04810	Regulation of actin cytoskeleton
TTDI01809	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDI01809	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDI01809	hsa05414	Dilated cardiomyopathy
TTDI01817	hsa04060	Cytokine-cytokine receptor interaction
TTDI01817	hsa04350	TGF-beta signaling pathway
TTDI01817	hsa04390	Hippo signaling pathway
TTDI01817	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDI01818	hsa04080	Neuroactive ligand-receptor interaction
TTDI01819	hsa00230	Purine metabolism
TTDI01819	hsa04022	cGMP-PKG signaling pathway
TTDI01819	hsa04024	cAMP signaling pathway
TTDI01819	hsa04270	Vascular smooth muscle contraction
TTDI01819	hsa04921	Oxytocin signaling pathway
TTDI01821	hsa04750	Inflammatory mediator regulation of TRP channels
TTDI01824	hsa00230	Purine metabolism
TTDI01824	hsa04740	Olfactory transduction
TTDI01824	hsa04744	Phototransduction
TTDI01825	hsa04024	cAMP signaling pathway
TTDI01825	hsa04066	HIF-1 signaling pathway
TTDI01825	hsa04068	FoxO signaling pathway
TTDI01825	hsa04110	Cell cycle
TTDI01825	hsa04310	Wnt signaling pathway
TTDI01825	hsa04330	Notch signaling pathway
TTDI01825	hsa04350	TGF-beta signaling pathway
TTDI01825	hsa04520	Adherens junction
TTDI01825	hsa04630	Jak-STAT signaling pathway
TTDI01825	hsa04720	Long-term potentiation
TTDI01825	hsa04916	Melanogenesis
TTDI01825	hsa04919	Thyroid hormone signaling pathway
TTDI01825	hsa04922	Glucagon signaling pathway
TTDI01825	hsa05016	Huntington's disease
TTDI01825	hsa05152	Tuberculosis
TTDI01825	hsa05161	Hepatitis B
TTDI01825	hsa05164	Influenza A
TTDI01825	hsa05166	HTLV-I infection
TTDI01825	hsa05168	Herpes simplex infection
